"file1_name","file2_name","file1_path","file2_path","a2a_output"
"ACDC_hadoop_mapreduce_focused.rsf","hadoopmapreduce-3.4.1_IL_100_clusters.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\ACDC_hadoop_mapreduce_focused.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\hadoopmapreduce-3.4.1_IL_100_clusters.rsf","79.40808670279283"
"ACDC_hadoop_mapreduce_focused.rsf","hadoopmapreduce-3.4.1_IL_20_clusters.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\ACDC_hadoop_mapreduce_focused.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\hadoopmapreduce-3.4.1_IL_20_clusters.rsf","84.43294523501508"
"ACDC_hadoop_mapreduce_focused.rsf","hadoopmapreduce-3.4.1_IL_23_clusters.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\ACDC_hadoop_mapreduce_focused.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\hadoopmapreduce-3.4.1_IL_23_clusters.rsf","85.18518518518519"
"ACDC_hadoop_mapreduce_focused.rsf","hadoopmapreduce-3.4.1_IL_30_clusters.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\ACDC_hadoop_mapreduce_focused.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\hadoopmapreduce-3.4.1_IL_30_clusters.rsf","84.84328037784456"
"ACDC_hadoop_mapreduce_focused.rsf","hadoopmapreduce-3.4.1_IL_50_clusters.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\ACDC_hadoop_mapreduce_focused.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\hadoopmapreduce-3.4.1_IL_50_clusters.rsf","84.4614729672201"
"ACDC_hadoop_mapreduce_focused.rsf","hadoopmapreduce-3.4.1_IL_75_clusters.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\ACDC_hadoop_mapreduce_focused.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\hadoopmapreduce-3.4.1_IL_75_clusters.rsf","82.43470935130581"
"ACDC_hadoop_mapreduce_focused.rsf","hadoopmapreduce-3.4.1_UEM_100_clusters.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\ACDC_hadoop_mapreduce_focused.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\hadoopmapreduce-3.4.1_UEM_100_clusters.rsf","81.78407669862443"
"ACDC_hadoop_mapreduce_focused.rsf","hadoopmapreduce-3.4.1_UEM_20_clusters.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\ACDC_hadoop_mapreduce_focused.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\hadoopmapreduce-3.4.1_UEM_20_clusters.rsf","80.72445019404915"
"ACDC_hadoop_mapreduce_focused.rsf","hadoopmapreduce-3.4.1_UEM_23_clusters.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\ACDC_hadoop_mapreduce_focused.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\hadoopmapreduce-3.4.1_UEM_23_clusters.rsf","80.92161929371231"
"ACDC_hadoop_mapreduce_focused.rsf","hadoopmapreduce-3.4.1_UEM_30_clusters.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\ACDC_hadoop_mapreduce_focused.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\hadoopmapreduce-3.4.1_UEM_30_clusters.rsf","80.76427651352512"
"ACDC_hadoop_mapreduce_focused.rsf","hadoopmapreduce-3.4.1_UEM_50_clusters.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\ACDC_hadoop_mapreduce_focused.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\hadoopmapreduce-3.4.1_UEM_50_clusters.rsf","80.0340570455513"
"ACDC_hadoop_mapreduce_focused.rsf","hadoopmapreduce-3.4.1_UEM_75_clusters.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\ACDC_hadoop_mapreduce_focused.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\hadoopmapreduce-3.4.1_UEM_75_clusters.rsf","84.03538331929234"
"ACDC_hadoop_mapreduce_focused.rsf","hadoopmapreduce-3.4.1_UEMNM_100_clusters.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\ACDC_hadoop_mapreduce_focused.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\hadoopmapreduce-3.4.1_UEMNM_100_clusters.rsf","81.65902459358065"
"ACDC_hadoop_mapreduce_focused.rsf","hadoopmapreduce-3.4.1_UEMNM_20_clusters.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\ACDC_hadoop_mapreduce_focused.rsf","C:\Users\Luqman\Desktop\SEM 3\DSSE\Assignment 1\dsse-assigment-1\luqman\Panda Files\tuning_runs\all_rsf\hadoopmapreduce-3.4.1_UEMNM_20_clusters.rsf","80.72445019404915"
